Kp, Ki, Kd, episode, score 
1.1, 0.5, 0.01, 0, -477.61119853354353 
1.1, 0.5, 0.01, 1, -473.2998297062712 
1.1, 0.5, 0.011, 2, -468.87035560302814 
1.1, 0.5, 0.011, 3, -472.0693135782834 
1.2000000000000002, 0.5, 0.011, 4, -459.44653481893454 
1.3000000000000003, 0.5, 0.011, 5, -445.9536665436538 
1.3000000000000003, 0.6, 0.011, 6, -455.1990012099663 
1.3000000000000003, 0.7, 0.011, 7, -445.48176259991396 
1.4000000000000004, 0.7, 0.011, 8, -431.00745249054575 
1.4000000000000004, 0.7, 0.012, 9, -429.65226294920507 
1.4000000000000004, 0.7999999999999999, 0.012, 10, -418.58661566505464 
1.4000000000000004, 0.7999999999999999, 0.013000000000000001, 11, -417.74785929095685 
1.4000000000000004, 0.7999999999999999, 0.013000000000000001, 12, -419.33771069066484 
1.4000000000000004, 0.7999999999999999, 0.014000000000000002, 13, -419.48100690121873 
1.5000000000000004, 0.7999999999999999, 0.014000000000000002, 14, -405.92684523984894 
1.5000000000000004, 0.7999999999999999, 0.014000000000000002, 15, -408.9335100599398 
1.5000000000000004, 0.7999999999999999, 0.015000000000000003, 16, -405.8820659028985 
1.5000000000000004, 0.7999999999999999, 0.015000000000000003, 17, -408.02177022729023 
1.5000000000000004, 0.7999999999999999, 0.015000000000000003, 18, -408.96635379608205 
1.5000000000000004, 0.8999999999999999, 0.015000000000000003, 19, -407.5385129946935 
1.5000000000000004, 0.9999999999999999, 0.015000000000000003, 20, -416.5645556002092 
1.5000000000000004, 0.9999999999999999, 0.016000000000000004, 21, -413.822307645607 
1.5000000000000004, 0.9999999999999999, 0.016000000000000004, 22, -412.7984198100361 
1.6000000000000005, 0.9999999999999999, 0.016000000000000004, 23, -401.58988665233636 
1.6000000000000005, 1.0999999999999999, 0.016000000000000004, 24, -408.17744881329435 
1.6000000000000005, 1.2, 0.016000000000000004, 25, -416.7851280923064 
1.6000000000000005, 1.2, 0.016000000000000004, 26, -411.21430929898673 
1.6000000000000005, 1.2, 0.017000000000000005, 27, -413.84143109819547 
1.6000000000000005, 1.3, 0.017000000000000005, 28, -411.4921978703852 
1.7000000000000006, 1.3, 0.017000000000000005, 29, -398.6600119175535 
1.7000000000000006, 1.3, 0.017000000000000005, 30, -402.0165042656192 
1.8000000000000007, 1.3, 0.017000000000000005, 31, -391.8802115258958 
1.8000000000000007, 1.3, 0.017000000000000005, 32, -389.00116682558894 
1.8000000000000007, 1.3, 0.017000000000000005, 33, -387.5958253899116 
1.9000000000000008, 1.3, 0.017000000000000005, 34, -379.64597185942165 
2.000000000000001, 1.3, 0.017000000000000005, 35, -371.96471625307896 
2.000000000000001, 1.3, 0.018000000000000006, 36, -369.5334414575038 
2.100000000000001, 1.3, 0.018000000000000006, 37, -360.99630720613703 
2.100000000000001, 1.4000000000000001, 0.018000000000000006, 38, -356.3237741448997 
2.100000000000001, 1.5000000000000002, 0.018000000000000006, 39, -350.47271248547224 
2.100000000000001, 1.5000000000000002, 0.018000000000000006, 40, -351.4749392624865 
2.100000000000001, 1.5000000000000002, 0.019000000000000006, 41, -353.55501579714263 
2.200000000000001, 1.5000000000000002, 0.019000000000000006, 42, -343.57930149430763 
2.300000000000001, 1.5000000000000002, 0.019000000000000006, 43, -338.7453374416099 
2.300000000000001, 1.5000000000000002, 0.020000000000000007, 44, -336.23668283485785 
2.300000000000001, 1.5000000000000002, 0.020000000000000007, 45, -336.9062012735072 
2.300000000000001, 1.5000000000000002, 0.021000000000000008, 46, -337.6163407963105 
2.300000000000001, 1.6000000000000003, 0.021000000000000008, 47, -334.281767959404 
2.300000000000001, 1.6000000000000003, 0.02200000000000001, 48, -333.8777308879201 
2.300000000000001, 1.7000000000000004, 0.02200000000000001, 49, -334.972314908545 
2.300000000000001, 1.7000000000000004, 0.02200000000000001, 50, -335.7089090798835 
2.300000000000001, 1.7000000000000004, 0.02200000000000001, 51, -337.2224494690156 
2.300000000000001, 1.8000000000000005, 0.02200000000000001, 52, -337.03460299150197 
2.300000000000001, 1.8000000000000005, 0.02300000000000001, 53, -336.56069600936775 
2.300000000000001, 1.8000000000000005, 0.02400000000000001, 54, -335.7016768286969 
2.4000000000000012, 1.8000000000000005, 0.02400000000000001, 55, -331.5831367622498 
2.4000000000000012, 1.8000000000000005, 0.02400000000000001, 56, -330.3807894788587 
2.5000000000000013, 1.8000000000000005, 0.02400000000000001, 57, -318.9604804676697 
2.5000000000000013, 1.8000000000000005, 0.025000000000000012, 58, -323.1340089132769 
2.5000000000000013, 1.8000000000000005, 0.026000000000000013, 59, -322.31684992649747 
2.5000000000000013, 1.9000000000000006, 0.026000000000000013, 60, -326.89632881432084 
2.6000000000000014, 1.9000000000000006, 0.026000000000000013, 61, -318.2393658376583 
2.6000000000000014, 2.0000000000000004, 0.026000000000000013, 62, -318.34055543455753 
2.7000000000000015, 2.0000000000000004, 0.026000000000000013, 63, -313.43306723548756 
2.7000000000000015, 2.0000000000000004, 0.026000000000000013, 64, -312.2689521319744 
2.8000000000000016, 2.0000000000000004, 0.026000000000000013, 65, -306.97911301943833 
2.9000000000000017, 2.0000000000000004, 0.026000000000000013, 66, -295.30863451439643 
2.9000000000000017, 2.1000000000000005, 0.026000000000000013, 67, -297.549793343662 
3.0000000000000018, 2.1000000000000005, 0.026000000000000013, 68, -290.90829940621984 
3.0000000000000018, 2.1000000000000005, 0.026000000000000013, 69, -292.6927049530172 
3.100000000000002, 2.1000000000000005, 0.026000000000000013, 70, -283.07799899585115 
